district,enterprise_type,register_date,registered_capital,employee_count,development_stage,is_active,annual_revenue,annual_profit,patent_count,rd_investment_ratio,has_foreign_investment,is_listed,tax_contribution
经开区,制造业,2021-11-29,15746.3,1281,成长期,True,45692.08,7111.05,5,0.048,False,True,3472.57
雁塔区,科技企业,2021-01-27,9011.62,220,成长期,True,17589.38,2922.54,2,0.0622,False,True,1263.69
经开区,科技企业,2023-10-23,3452.93,472,初创期,True,5101.55,187.79,11,0.0821,True,False,471.38
碑林区,文化创意,2019-05-03,832.93,90,转型期,False,1785.25,144.75,16,0.1467,True,False,190.33
高新区,金融服务,2019-04-14,18436.81,21,初创期,False,20786.52,-2427.81,3,0.0368,False,False,2946.53
未央区,制造业,2021-04-23,8707.57,1247,成熟期,True,28278.49,6803.97,2,0.0216,False,True,1953.33
雁塔区,科技企业,2020-02-22,1494.13,220,成熟期,True,6852.46,1892.27,16,0.0815,False,False,722.23
经开区,文化创意,2021-07-08,887.38,23,初创期,True,1110.38,62.79,12,0.1079,True,False,143.01
碑林区,文化创意,2022-04-01,785.11,96,成熟期,False,3174.11,873.14,18,0.0744,True,False,229.93
曲江新区,文化创意,2021-09-02,1837.23,39,成长期,True,3467.36,497.12,10,0.0969,True,False,243.71
曲江新区,文化创意,2020-12-22,372.26,70,转型期,True,1368.07,89.13,10,0.1165,False,False,107.21
经开区,商贸服务,2020-09-11,1066.45,88,成长期,True,3109.41,458.5,3,0.0347,True,False,379.33
莲湖区,商贸服务,2020-03-21,3389.99,100,初创期,True,3816.06,224.75,3,0.0193,True,False,457.02
曲江新区,商贸服务,2019-08-17,2987.88,52,初创期,True,1994.48,-82.83,1,0.0111,False,False,143.55
莲湖区,科技企业,2023-05-19,6288.02,359,成长期,False,11953.44,1886.72,4,0.1135,True,True,966.52
未央区,制造业,2019-04-30,2641.23,1704,成长期,False,4125.49,460.58,4,0.0186,True,False,428.37
未央区,商贸服务,2021-09-08,3142.37,197,成长期,False,6787.89,1117.19,4,0.032,True,False,639.9
经开区,制造业,2023-10-12,17700.94,714,成长期,False,45388.42,8024.13,5,0.031,True,False,5394.89
碑林区,文化创意,2019-11-06,260.25,23,成长期,True,406.2,64.11,20,0.1253,False,False,51.99
新城区,金融服务,2021-01-25,29358.69,139,成长期,True,67385.07,8109.05,5,0.0326,False,True,3604.38
长安区,制造业,2020-10-30,4439.1,756,成长期,True,9909.06,1217.64,1,0.0385,True,False,1353.61
长安区,文化创意,2023-08-25,390.06,72,成熟期,False,1505.27,255.46,8,0.0552,True,False,84.17
碑林区,文化创意,2020-09-26,1199.54,76,成熟期,False,5383.11,1269.94,17,0.064,False,False,788.85
碑林区,金融服务,2022-05-02,47793.99,154,成熟期,True,238582.76,35852.32,2,0.0264,True,True,24001.03
高新区,科技企业,2022-02-20,4197.95,125,成熟期,True,13453.03,2249.88,11,0.1186,True,False,1030.04
新城区,商贸服务,2021-11-17,2767.66,61,成长期,True,7919.81,1081.5,4,0.0117,True,False,712.55
雁塔区,科技企业,2020-07-14,846.38,262,初创期,False,1102.61,3.44,17,0.127,True,False,157.95
碑林区,文化创意,2021-11-25,1557.18,73,转型期,True,3154.46,198.94,20,0.1068,False,False,269.32
莲湖区,商贸服务,2022-08-02,2319.11,35,成熟期,True,11442.63,3243.34,4,0.0132,False,True,1227.28
经开区,科技企业,2020-07-30,3045.24,447,成熟期,True,10818.3,2691.52,18,0.1095,False,False,1481.63
新城区,金融服务,2022-06-07,23423.08,224,成长期,True,62128.95,8288.89,3,0.0477,True,True,4592.26
新城区,商贸服务,2019-06-11,1247.5,102,成长期,True,3190.62,464.9,2,0.0259,True,False,346.93
碑林区,金融服务,2022-05-25,3968.57,275,初创期,True,4471.75,-580.68,5,0.0369,True,False,339.03
新城区,金融服务,2020-04-04,47501.95,131,成熟期,False,201097.01,52022.41,4,0.0244,False,True,26327.3
莲湖区,商贸服务,2022-10-11,4524.46,183,成长期,True,11767.14,1609.9,0,0.0157,True,True,932.39
莲湖区,商贸服务,2020-06-01,2403.85,76,成熟期,True,11885.23,2143.48,4,0.0339,False,True,1590.43
雁塔区,科技企业,2020-08-14,6395.37,352,初创期,True,5519.31,-955.16,8,0.111,True,False,417.27
碑林区,文化创意,2021-05-15,680.8,79,初创期,False,925.01,-99.92,19,0.1278,False,False,111.63
雁塔区,制造业,2021-02-16,9710.37,825,成长期,True,23397.83,4338.36,0,0.0459,False,True,3169.01
新城区,金融服务,2022-06-10,1545.23,101,成长期,True,3378.71,612.06,5,0.0472,False,False,308.43
经开区,金融服务,2021-10-30,2283.7,101,初创期,True,2860.23,-141.66,4,0.0149,False,False,248.14
经开区,科技企业,2020-01-11,8708.92,51,成长期,True,22154.75,4363.84,17,0.0574,False,True,1784.18
碑林区,商贸服务,2020-08-15,4266.75,15,成熟期,True,14939.31,3340.03,3,0.0445,False,True,889.3
雁塔区,文化创意,2023-09-26,265.83,24,初创期,True,322.07,-60.89,16,0.0669,False,False,20.64
雁塔区,文化创意,2020-01-08,1188.38,67,初创期,False,975.33,-1.73,10,0.1042,True,False,62.94
经开区,文化创意,2021-01-01,1932.1,10,成长期,True,4756.18,583.89,1,0.0884,True,False,311.42
碑林区,文化创意,2020-10-25,458.4,61,初创期,True,509.12,-74.16,18,0.1291,True,False,67.3
雁塔区,文化创意,2022-09-09,1651.01,6,初创期,False,2163.19,-147.76,17,0.1484,True,False,173.21
碑林区,金融服务,2019-05-15,34252.64,229,成长期,True,76938.04,15309.03,5,0.045,False,True,8254.36
高新区,金融服务,2023-07-31,43361.93,228,成熟期,True,213245.76,44577.42,3,0.017,False,True,11636.7
雁塔区,科技企业,2023-09-28,142.1,446,成长期,True,406.29,53.32,12,0.1118,True,False,22.08
新城区,金融服务,2019-02-03,15447.3,149,成熟期,True,51157.81,10649.84,3,0.0481,False,True,2685.93
碑林区,商贸服务,2020-03-14,563.09,62,转型期,False,1999.99,129.88,0,0.0187,True,False,222.25
曲江新区,文化创意,2022-11-23,399.92,83,成熟期,True,1448.81,253.9,11,0.1023,True,False,125.12
莲湖区,商贸服务,2021-09-02,2667.89,164,成熟期,True,12035.35,3457.95,1,0.0244,True,True,662.55
碑林区,金融服务,2022-01-12,17407.01,79,成熟期,True,78872.26,16310.9,0,0.0192,True,True,6897.1
新城区,金融服务,2019-06-08,18398.32,157,转型期,True,55462.58,3828.31,5,0.0469,True,False,3319.19
经开区,文化创意,2020-03-19,1771.3,73,转型期,True,6030.44,902.48,19,0.1133,True,False,336.27
经开区,科技企业,2021-12-30,1346.65,30,成熟期,True,6333.89,1164.34,14,0.1397,True,False,867.85
长安区,制造业,2021-04-17,19767.13,924,转型期,True,58976.97,3311.36,5,0.0297,True,False,5758.2
雁塔区,文化创意,2022-02-10,1521.53,14,初创期,True,1621.37,121.08,17,0.1448,True,False,113.86
莲湖区,商贸服务,2021-10-23,2930.03,161,成长期,True,6123.87,1033.14,2,0.0167,True,False,720.35
经开区,制造业,2020-12-19,2981.81,1200,转型期,True,8480.57,1092.52,4,0.0143,True,False,951.47
曲江新区,文化创意,2023-10-05,1963.3,65,初创期,True,2239.45,-35.56,17,0.0721,True,False,244.38
碑林区,制造业,2020-12-22,2300.96,1189,成熟期,True,11424.41,2193.87,2,0.0213,False,False,889.83
雁塔区,科技企业,2023-01-10,2987.86,446,成熟期,True,11749.8,2387.05,16,0.1186,True,True,1389.51
曲江新区,科技企业,2023-03-31,127.68,256,成熟期,True,545.05,113.99,17,0.0776,False,False,27.82
新城区,商贸服务,2022-05-16,2089.16,76,成熟期,True,7328.12,1424.35,4,0.0407,True,False,755.44
碑林区,商贸服务,2023-05-24,3268.23,25,成长期,True,6554.19,1082.15,4,0.0228,False,False,461.99
碑林区,金融服务,2020-04-30,5723.57,219,初创期,True,4607.16,-557.46,4,0.0124,True,False,506.86
经开区,科技企业,2019-12-28,7131.08,351,成长期,True,15353.98,1936.67,1,0.1394,True,False,1019.86
经开区,制造业,2019-05-21,6845.59,1282,成长期,True,12449.45,1401.27,2,0.0316,False,True,1280.04
曲江新区,制造业,2021-01-10,13110.03,1281,成长期,True,26997.83,4732.01,5,0.0301,False,True,3060.57
高新区,科技企业,2021-02-25,1402.07,291,成熟期,True,6184.38,1022.45,12,0.1016,True,False,513.59
碑林区,文化创意,2020-12-18,1456.84,88,成长期,True,2355.55,406.6,11,0.0975,False,False,266.96
经开区,制造业,2020-10-12,14680.59,295,成熟期,True,64932.21,11794.09,2,0.0421,False,False,9587.92
碑林区,文化创意,2023-06-27,1835.81,56,转型期,True,3889.98,499.74,13,0.1184,False,False,476.68
未央区,金融服务,2023-09-23,40633.57,27,初创期,False,39770.74,1388.88,0,0.011,False,False,2778.16
灞桥区,商贸服务,2023-05-14,596.96,101,成熟期,True,2293.86,529.41,3,0.0237,False,False,286.53
碑林区,科技企业,2022-01-18,2178.16,321,成长期,True,5332.03,759.68,7,0.146,True,False,499.54
经开区,科技企业,2020-04-29,3045.78,36,初创期,True,2762.34,-140.01,11,0.1455,True,False,304.52
长安区,制造业,2021-07-21,3692.84,236,成长期,True,8661.92,994.75,2,0.0413,False,False,507.57
碑林区,商贸服务,2019-04-03,2655.87,25,成长期,True,6607.25,797.66,0,0.0264,False,False,510.4
长安区,科技企业,2019-10-20,5998.03,167,成长期,True,16255.86,1998.08,7,0.1226,False,True,1270.1
灞桥区,商贸服务,2022-01-07,3656.75,140,成长期,True,8804.25,1255.54,5,0.0405,False,False,1212.42
碑林区,商贸服务,2019-04-06,4323.03,174,成长期,True,7499.13,1173.36,2,0.0372,True,False,1087.64
高新区,金融服务,2019-02-08,16232.77,118,成长期,True,29576.9,4760.03,4,0.0201,True,False,2511.58
灞桥区,文化创意,2023-01-15,1543.4,24,初创期,False,2229.72,-190.56,10,0.086,True,False,144.46
雁塔区,文化创意,2019-06-26,1112.21,91,成长期,True,2818.9,534.37,2,0.1454,False,False,307.57
新城区,金融服务,2021-12-03,34521.96,78,成长期,True,89581.94,9576.22,3,0.0471,True,True,5886.02
莲湖区,科技企业,2019-06-02,1058.87,170,成长期,True,2291.87,230.73,20,0.0577,True,False,192.73
长安区,制造业,2021-03-14,19492.71,619,初创期,True,24909.84,-4815.29,1,0.0367,True,False,2199.22
雁塔区,科技企业,2022-11-04,6890.01,277,成长期,True,17016.24,2494.02,17,0.137,True,False,1550.51
高新区,金融服务,2022-02-22,27618.69,49,成长期,True,74136.39,13936.17,0,0.0431,True,True,10625.75
雁塔区,文化创意,2021-05-10,1761.87,14,成长期,True,3836.75,662.45,17,0.1389,True,False,487.08
雁塔区,文化创意,2020-09-18,312.55,97,成长期,True,871.25,156.53,18,0.1422,True,False,128.55
雁塔区,科技企业,2021-04-21,9641.96,127,成长期,True,20645.89,2844.93,1,0.0943,True,False,2655.39
高新区,金融服务,2019-01-16,13075.67,198,成熟期,True,52760.45,9590.56,3,0.0378,True,False,6383.76
高新区,金融服务,2023-12-04,38155.51,298,成长期,True,67932.62,7592.84,4,0.0151,True,False,3728.25
高新区,商贸服务,2022-12-31,1114.97,167,成熟期,True,4944.4,850.46,4,0.0102,False,False,503.86
新城区,金融服务,2019-01-16,11002.64,208,成熟期,True,44110.94,8402.01,0,0.0419,False,False,5387.05
新城区,金融服务,2020-10-15,18950.57,71,初创期,True,27020.33,-1789.14,2,0.049,False,False,3567.26
经开区,科技企业,2022-12-13,2056.62,323,成长期,True,3971.93,455.11,7,0.1356,False,False,508.89
曲江新区,制造业,2019-12-16,2316.31,745,成长期,True,6228.22,689.6,4,0.0469,True,False,570.89
长安区,制造业,2023-08-31,5345.15,372,成长期,True,9157.0,1140.68,1,0.0236,True,False,1255.97
碑林区,商贸服务,2019-10-25,997.11,144,成长期,True,2507.2,337.28,1,0.0443,True,False,167.15
碑林区,文化创意,2023-04-04,535.61,24,初创期,True,387.0,-71.81,5,0.1239,False,False,32.47
碑林区,制造业,2020-12-19,3069.84,1511,成长期,True,8815.8,1375.22,3,0.036,True,False,1186.47
高新区,科技企业,2021-01-15,7616.24,426,成长期,False,13578.54,1963.45,17,0.1414,True,False,975.05
碑林区,商贸服务,2023-06-04,819.52,191,成长期,False,1377.94,255.97,1,0.0434,True,False,131.04
未央区,制造业,2023-10-10,12836.42,1071,转型期,True,30389.47,1724.02,1,0.0384,True,True,4092.8
雁塔区,文化创意,2020-07-06,1709.9,43,成熟期,True,8045.85,2101.87,8,0.0793,False,False,514.93
经开区,制造业,2020-06-11,17186.35,79,转型期,True,52058.39,3674.87,2,0.0148,True,False,2994.96
未央区,制造业,2019-04-19,5948.28,1847,成长期,True,9470.33,1782.15,4,0.0265,False,False,1305.21
未央区,金融服务,2022-12-08,38339.84,140,初创期,True,19320.09,-839.06,4,0.0317,True,True,2377.34
高新区,科技企业,2021-02-25,6746.75,444,成熟期,True,27699.12,7153.64,5,0.1092,False,True,2372.22
雁塔区,文化创意,2020-08-17,1248.45,25,初创期,False,1248.94,123.24,17,0.1437,True,False,73.82
经开区,制造业,2020-11-13,558.23,1363,成熟期,True,2469.02,667.07,4,0.0148,False,False,174.99
长安区,文化创意,2020-11-12,266.88,31,初创期,False,357.94,-52.18,13,0.0898,False,False,27.39
高新区,科技企业,2019-04-12,1336.74,259,成长期,True,2107.11,235.91,4,0.1385,False,False,207.2
新城区,商贸服务,2020-02-29,4463.16,120,初创期,True,6432.75,-1070.44,5,0.0277,False,False,898.75
莲湖区,科技企业,2020-12-26,4936.84,203,成熟期,True,17997.07,3714.64,7,0.1,True,True,2264.19
新城区,文化创意,2023-08-02,583.23,29,成熟期,True,1772.71,499.6,9,0.1325,False,False,222.47
未央区,制造业,2019-01-19,10824.41,1248,成长期,True,24497.51,3686.28,3,0.011,True,False,1459.92
碑林区,金融服务,2022-05-13,37631.0,156,成长期,True,57418.73,10380.07,5,0.0349,False,False,3013.05
未央区,金融服务,2023-05-13,25649.35,213,初创期,True,17332.02,-2669.74,1,0.0309,False,True,2286.89
未央区,制造业,2019-03-15,11565.97,831,成熟期,True,35132.63,5918.52,4,0.0219,False,False,2796.05
高新区,科技企业,2020-08-04,6145.26,474,成长期,True,15307.16,1767.78,20,0.0771,True,False,1568.92
雁塔区,科技企业,2023-05-19,2657.79,494,成长期,True,6080.59,929.17,15,0.1306,True,False,883.01
新城区,科技企业,2020-07-15,7771.38,355,初创期,True,8480.03,-32.92,19,0.0816,True,False,508.68
经开区,科技企业,2020-10-26,3056.86,145,初创期,False,3906.66,347.76,4,0.0602,False,False,222.44
新城区,商贸服务,2021-04-29,69.64,74,成长期,True,112.06,16.65,3,0.0411,True,False,10.35
雁塔区,科技企业,2020-06-08,3968.98,142,成长期,True,11622.98,1371.81,20,0.1359,True,False,1691.79
经开区,科技企业,2021-08-17,2677.38,256,初创期,True,1862.02,-105.42,12,0.0553,False,False,185.07
碑林区,商贸服务,2019-03-11,4023.8,190,成熟期,True,13816.95,3998.7,3,0.0395,True,True,1800.91
未央区,制造业,2022-06-16,2229.74,813,成长期,True,5841.15,1040.89,0,0.0448,False,False,728.55
新城区,商贸服务,2023-01-31,4321.35,168,初创期,True,3665.12,255.23,5,0.0146,True,False,530.1
经开区,科技企业,2023-01-16,626.47,165,初创期,True,587.84,58.17,19,0.0906,False,False,66.64
碑林区,文化创意,2021-04-19,594.62,51,初创期,True,731.44,10.07,5,0.0727,False,False,72.39
莲湖区,商贸服务,2022-04-08,520.15,170,成熟期,True,1603.82,416.68,3,0.0156,True,False,186.61
新城区,金融服务,2021-11-27,41605.77,226,成长期,True,65791.43,7217.19,3,0.0169,False,False,4359.71
曲江新区,文化创意,2020-05-14,173.71,77,初创期,True,243.29,-13.69,8,0.0893,True,False,13.37
新城区,商贸服务,2023-07-03,705.42,82,成熟期,True,3278.3,982.1,0,0.0315,False,False,448.25
长安区,制造业,2019-12-27,13988.71,361,成长期,True,36611.65,4194.71,0,0.0319,True,False,4874.43
高新区,金融服务,2023-08-07,23174.75,297,成熟期,True,98660.83,28899.08,2,0.0337,False,False,6495.51
碑林区,商贸服务,2022-03-14,4366.08,49,成长期,True,6824.16,1018.79,5,0.0336,False,False,886.83
碑林区,文化创意,2021-10-23,1580.25,28,初创期,False,2303.21,-375.74,14,0.1341,False,False,276.58
未央区,制造业,2022-05-15,16530.82,1031,成熟期,True,71028.59,18400.58,4,0.04,False,False,7101.02
雁塔区,科技企业,2021-11-21,8799.79,154,转型期,True,34159.79,4089.53,16,0.094,True,True,2748.71
碑林区,商贸服务,2022-04-23,2469.57,112,成长期,False,6366.15,992.74,2,0.0143,True,False,395.57
经开区,商贸服务,2021-08-24,3783.68,146,成长期,True,8314.19,1065.84,5,0.0492,False,False,1225.06
高新区,商贸服务,2019-07-09,4972.32,113,成熟期,True,17482.56,4531.93,5,0.0448,False,True,1651.86
灞桥区,商贸服务,2023-10-06,3335.2,176,成熟期,True,10540.18,2562.15,2,0.0418,False,True,1069.29
长安区,制造业,2021-04-17,14846.78,1452,初创期,False,13108.96,-752.8,5,0.0348,True,False,1790.71
未央区,制造业,2019-02-09,9385.86,1391,成长期,True,17444.26,2846.86,3,0.0456,True,False,1906.55
曲江新区,文化创意,2019-06-28,1015.22,45,成长期,True,2113.22,229.19,13,0.0642,True,False,249.15
长安区,制造业,2020-09-12,17961.36,444,成长期,True,48736.03,7357.74,0,0.0492,False,False,5947.03
曲江新区,金融服务,2022-11-21,28276.47,224,成熟期,True,88936.03,17831.01,3,0.0314,True,True,6386.29
雁塔区,文化创意,2020-01-21,532.91,21,成长期,True,1040.0,153.92,18,0.0949,True,False,97.18
新城区,商贸服务,2022-03-03,421.47,158,初创期,True,312.2,-58.31,5,0.0264,False,False,16.56
雁塔区,科技企业,2020-01-03,3838.37,184,初创期,True,4269.16,204.61,19,0.1012,True,False,633.75
经开区,制造业,2020-06-24,17690.24,507,成熟期,True,56987.72,10241.38,1,0.0417,False,True,3905.65
长安区,商贸服务,2019-10-12,2744.31,155,初创期,True,3818.27,-357.09,5,0.0314,False,False,535.23
高新区,金融服务,2019-01-06,4315.69,163,成长期,True,8089.46,1054.57,4,0.0498,True,False,672.47
高新区,科技企业,2020-10-13,7034.97,357,初创期,True,10030.17,-1757.8,3,0.076,False,True,832.27
莲湖区,金融服务,2022-10-20,48081.83,268,初创期,True,63318.25,-11891.3,1,0.0393,True,False,8408.14
碑林区,商贸服务,2022-01-31,183.15,185,初创期,True,241.72,-29.26,5,0.0486,False,False,12.58
高新区,金融服务,2022-02-25,14046.5,213,成长期,True,27662.5,4301.96,3,0.0253,True,False,2216.51
经开区,文化创意,2020-02-25,123.48,80,成长期,False,292.42,37.18,12,0.1215,True,False,25.54
碑林区,商贸服务,2022-12-15,3278.9,28,初创期,False,4840.74,-652.32,0,0.0189,True,False,573.37
经开区,科技企业,2023-05-09,9956.05,282,成长期,True,27840.0,4460.2,18,0.0958,True,False,2603.66
雁塔区,商贸服务,2022-08-26,3521.61,180,成熟期,True,11722.98,2176.33,4,0.0295,False,True,906.37
经开区,商贸服务,2020-04-11,1792.53,33,成长期,True,3874.59,672.66,0,0.0194,True,False,527.91
未央区,制造业,2023-12-30,15108.36,938,成熟期,True,59401.0,9708.61,0,0.0471,False,True,7947.93
曲江新区,科技企业,2019-12-13,2477.26,94,初创期,True,1869.63,-288.26,13,0.1206,False,False,229.77
曲江新区,文化创意,2022-11-03,1823.53,86,成长期,True,4248.8,546.44,10,0.0814,False,False,479.45
新城区,科技企业,2023-02-15,2624.1,108,成熟期,True,8519.47,2007.96,14,0.1491,True,False,1169.02
高新区,金融服务,2019-11-30,49827.9,172,成长期,True,126149.29,21526.41,3,0.0148,False,True,6571.83
雁塔区,科技企业,2023-03-10,1193.45,276,成熟期,True,5080.24,1404.42,4,0.0799,True,False,276.81
高新区,金融服务,2019-11-28,40942.65,212,成长期,True,75382.51,9273.9,4,0.0479,True,True,4218.61
