qc_id,po_id,material_id,supplier_id,inspection_date,total_quantity,inspected_quantity,defect_quantity,defect_rate,defect_type,severity,action_taken,inspector
QC001060,PO001060,MAT038,SUP010,2022-06-11,100,100,0,0.0022,无,无,接收,Inspector-4
QC001061,PO001061,MAT001,SUP005,2022-06-11,700,64,0,0.0011,无,无,接收,Inspector-4
QC001062,PO001062,MAT003,SUP003,2022-06-13,78,78,0,0.0019,无,无,接收,Inspector-2
QC001063,PO001063,MAT005,SUP005,2022-06-06,100,100,0,0.0001,无,无,接收,Inspector-3
QC001064,PO001064,MAT011,SUP011,2022-06-08,90,90,0,0.0006,无,无,接收,Inspector-3
QC001065,PO001065,MAT019,SUP009,2022-06-23,200,82,11,0.0568,功能缺陷,中,退回,Inspector-1
QC001066,PO001066,MAT036,SUP006,2022-06-01,128,79,12,0.0993,功能缺陷,低,折价接收,Inspector-4
QC001067,PO001067,MAT050,SUP009,2022-06-17,220,58,0,0.0036,无,无,接收,Inspector-3
QC001068,PO001068,MAT014,SUP010,2022-06-04,70,70,0,0.0022,无,无,接收,Inspector-1
QC001069,PO001069,MAT022,SUP008,2022-06-15,70,70,0,0.0009,无,无,接收,Inspector-4
QC001070,PO001070,MAT025,SUP009,2022-06-15,20,20,1,0.074,外观不符,中,折价接收,Inspector-4
QC001071,PO001071,MAT026,SUP006,2022-06-10,90,90,0,0.0107,杂质混入,中,供应商返工,Inspector-3
QC001072,PO001072,MAT027,SUP005,2022-06-11,190,77,0,0.0048,无,无,接收,Inspector-5
QC001073,PO001073,MAT044,SUP007,2022-06-22,100,100,0,0.0037,无,无,接收,Inspector-4
QC001074,PO001074,MAT045,SUP005,2022-06-14,100,100,0,0.0046,无,无,接收,Inspector-5
QC001075,PO001075,MAT046,SUP005,2022-06-05,310,35,0,0.0032,无,无,接收,Inspector-4
QC001076,PO001076,MAT002,SUP010,2022-06-08,100,100,0,0.0025,无,无,接收,Inspector-1
QC001077,PO001077,MAT008,SUP014,2022-06-28,150,84,0,0.002,无,无,接收,Inspector-2
QC001078,PO001078,MAT013,SUP016,2022-06-21,80,80,0,0.0046,无,无,接收,Inspector-5
QC001079,PO001079,MAT018,SUP010,2022-06-08,80,80,1,0.0152,材质问题,高,供应商返工,Inspector-4
QC001080,PO001080,MAT029,SUP001,2022-07-05,80,80,0,0.0007,无,无,接收,Inspector-1
QC001081,PO001081,MAT001,SUP005,2022-06-16,100,100,0,0.001,无,无,接收,Inspector-5
QC001082,PO001082,MAT023,SUP012,2022-06-12,296,42,1,0.004,轻微尺寸偏差,低,特殊批准使用,Inspector-4
QC001083,PO001083,MAT002,SUP010,2022-06-10,100,100,0,0.0013,无,无,接收,Inspector-3
QC001084,PO001084,MAT011,SUP011,2022-06-11,100,100,0,0.0041,无,无,接收,Inspector-1
QC001085,PO001085,MAT019,SUP001,2022-06-22,600,44,0,0.0002,无,无,接收,Inspector-1
QC001086,PO001086,MAT021,SUP005,2022-06-11,240,32,0,0.0001,无,无,接收,Inspector-1
QC001087,PO001087,MAT034,SUP014,2022-06-18,200,57,0,0.0037,无,无,接收,Inspector-4
QC001088,PO001088,MAT036,SUP006,2022-06-06,130,52,0,0.0017,无,无,接收,Inspector-1
QC001089,PO001089,MAT001,SUP005,2022-06-11,100,100,0,0.0035,无,无,接收,Inspector-3
QC001090,PO001090,MAT008,SUP006,2022-06-07,100,100,0,0.0048,无,无,接收,Inspector-3
QC001091,PO001091,MAT013,SUP020,2022-06-19,140,74,0,0.0025,无,无,接收,Inspector-1
QC001092,PO001092,MAT022,SUP008,2022-06-18,15,15,0,0.0014,无,无,接收,Inspector-1
QC001093,PO001093,MAT028,SUP017,2022-06-19,90,90,0,0.0026,无,无,接收,Inspector-4
QC001094,PO001094,MAT045,SUP005,2022-06-10,100,100,0,0.0008,无,无,接收,Inspector-1
QC001095,PO001095,MAT020,SUP011,2022-06-15,100,100,0,0.0007,无,无,接收,Inspector-2
QC001096,PO001096,MAT025,SUP009,2022-06-15,30,30,0,0.0036,无,无,接收,Inspector-1
QC001097,PO001097,MAT026,SUP006,2022-06-06,93,93,0,0.0038,无,无,接收,Inspector-4
QC001098,PO001098,MAT030,SUP006,2022-06-05,63,63,0,0.0049,无,无,接收,Inspector-2
QC001099,PO001099,MAT033,SUP013,2022-06-27,220,39,0,0.0041,无,无,接收,Inspector-3
QC001100,PO001100,MAT042,SUP009,2022-06-24,114,90,0,0.0047,无,无,接收,Inspector-1
QC001101,PO001101,MAT044,SUP001,2022-07-08,100,100,2,0.0217,尺寸偏差,低,供应商返工,Inspector-4
QC001102,PO001102,MAT001,SUP005,2022-06-18,100,100,0,0.0014,无,无,接收,Inspector-3
QC001103,PO001103,MAT011,SUP011,2022-06-12,70,70,0,0.0046,无,无,接收,Inspector-3
QC001104,PO001104,MAT018,SUP014,2022-06-22,80,80,0,0.0005,无,无,接收,Inspector-4
QC001105,PO001105,MAT002,SUP014,2022-06-29,200,87,0,0.0042,无,无,接收,Inspector-1
QC001106,PO001106,MAT006,SUP016,2022-06-29,380,100,1,0.0031,轻微外观瑕疵,低,特殊批准使用,Inspector-5
QC001107,PO001107,MAT008,SUP006,2022-06-18,200,67,0,0.0021,无,无,接收,Inspector-3
QC001108,PO001108,MAT011,SUP004,2022-06-12,70,70,4,0.0627,材质问题,低,特殊批准使用,Inspector-4
QC001109,PO001109,MAT026,SUP006,2022-06-10,100,100,0,0.002,无,无,接收,Inspector-5
QC001110,PO001110,MAT027,SUP005,2022-06-18,200,79,0,0.0006,无,无,接收,Inspector-2
QC001111,PO001111,MAT032,SUP002,2022-06-25,290,52,0,0.0003,无,无,接收,Inspector-2
QC001112,PO001112,MAT036,SUP006,2022-06-10,130,65,0,0.0025,无,无,接收,Inspector-1
QC001113,PO001113,MAT043,SUP005,2022-06-14,60,60,0,0.0033,无,无,接收,Inspector-5
QC001114,PO001114,MAT045,SUP005,2022-06-17,100,100,0,0.002,无,无,接收,Inspector-1
QC001115,PO001115,MAT046,SUP005,2022-06-14,180,88,0,0.0019,无,无,接收,Inspector-2
QC001116,PO001116,MAT050,SUP009,2022-06-22,70,70,1,0.0203,杂质混入,低,特殊批准使用,Inspector-3
QC001117,PO001117,MAT001,SUP005,2022-06-17,100,100,0,0.0032,无,无,接收,Inspector-2
QC001118,PO001118,MAT019,SUP007,2022-06-18,345,94,30,0.0891,功能缺陷,高,退回,Inspector-5
QC001119,PO001119,MAT023,SUP012,2022-06-22,240,58,0,0.002,无,无,接收,Inspector-1
QC001120,PO001120,MAT038,SUP010,2022-06-18,150,100,7,0.0519,杂质混入,中,折价接收,Inspector-4
QC001121,PO001121,MAT044,SUP001,2022-07-03,46,46,0,0.001,无,无,接收,Inspector-4
QC001122,PO001122,MAT005,SUP005,2022-06-20,60,60,0,0.0014,无,无,接收,Inspector-3
QC001123,PO001123,MAT009,SUP015,2022-06-10,183,51,0,0.0027,无,无,接收,Inspector-2
QC001124,PO001124,MAT022,SUP008,2022-06-27,53,53,0,0.0037,无,无,接收,Inspector-2
QC001125,PO001125,MAT024,SUP005,2022-06-14,200,30,0,0.0043,无,无,接收,Inspector-3
QC001126,PO001126,MAT028,SUP017,2022-06-28,180,32,4,0.0247,杂质混入,低,折价接收,Inspector-3
QC001127,PO001127,MAT034,SUP014,2022-07-01,200,66,0,0.001,无,无,接收,Inspector-1
QC001128,PO001128,MAT036,SUP006,2022-06-13,231,34,0,0.0018,无,无,接收,Inspector-2
QC001129,PO001129,MAT039,SUP020,2022-06-23,90,90,0,0.0008,无,无,接收,Inspector-4
QC001130,PO001130,MAT047,SUP019,2022-06-14,50,50,4,0.0997,包装破损,低,特殊批准使用,Inspector-4
QC001131,PO001131,MAT001,SUP005,2022-06-22,100,100,0,0.0027,无,无,接收,Inspector-3
QC001132,PO001132,MAT003,SUP012,2022-06-23,30,30,0,0.0035,无,无,接收,Inspector-5
QC001133,PO001133,MAT044,SUP001,2022-06-30,45,45,0,0.0003,无,无,接收,Inspector-5
QC001134,PO001134,MAT050,SUP009,2022-06-29,120,77,0,0.0047,无,无,接收,Inspector-2
QC001135,PO001135,MAT002,SUP014,2022-06-27,300,100,1,0.0041,轻微外观瑕疵,低,特殊批准使用,Inspector-3
QC001136,PO001136,MAT013,SUP020,2022-06-24,131,42,0,0.0048,无,无,接收,Inspector-5
QC001137,PO001137,MAT014,SUP010,2022-06-17,80,80,3,0.0452,功能缺陷,低,退回,Inspector-1
QC001138,PO001138,MAT018,SUP014,2022-07-10,80,80,0,0.0029,无,无,接收,Inspector-1
QC001139,PO001139,MAT022,SUP008,2022-06-26,29,29,0,0.0006,无,无,接收,Inspector-1
QC001140,PO001140,MAT025,SUP007,2022-06-23,19,19,0,0.0024,无,无,接收,Inspector-2
QC001141,PO001141,MAT029,SUP001,2022-07-07,95,95,0,0.0012,无,无,接收,Inspector-3
QC001142,PO001142,MAT045,SUP005,2022-06-22,100,100,0,0.0043,无,无,接收,Inspector-5
QC001143,PO001143,MAT046,SUP005,2022-06-22,290,34,1,0.0049,轻微尺寸偏差,低,特殊批准使用,Inspector-4
QC001144,PO001144,MAT001,SUP005,2022-06-18,100,100,0,0.0014,无,无,接收,Inspector-1
QC001145,PO001145,MAT014,SUP006,2022-06-14,20,20,0,0.0049,无,无,接收,Inspector-2
QC001146,PO001146,MAT022,SUP008,2022-06-27,54,54,0,0.0003,无,无,接收,Inspector-4
QC001147,PO001147,MAT026,SUP006,2022-06-15,100,100,0,0.0014,无,无,接收,Inspector-4
QC001148,PO001148,MAT035,SUP020,2022-06-27,80,80,0,0.0008,无,无,接收,Inspector-3
QC001149,PO001149,MAT044,SUP007,2022-07-04,50,50,0,0.0035,无,无,接收,Inspector-2
QC001150,PO001150,MAT003,SUP018,2022-06-18,54,54,0,0.0036,无,无,接收,Inspector-5
QC001151,PO001151,MAT005,SUP005,2022-06-22,70,70,0,0.0049,无,无,接收,Inspector-2
QC001152,PO001152,MAT007,SUP003,2022-07-02,200,38,0,0.0036,无,无,接收,Inspector-5
QC001153,PO001153,MAT015,SUP005,2022-06-25,160,48,0,0.0019,无,无,接收,Inspector-2
QC001154,PO001154,MAT030,SUP020,2022-07-01,92,92,0,0.0005,无,无,接收,Inspector-2
QC001155,PO001155,MAT045,SUP005,2022-06-28,200,42,0,0.0018,无,无,接收,Inspector-3
QC001156,PO001156,MAT001,SUP005,2022-06-28,100,100,0,0.0037,无,无,接收,Inspector-3
QC001157,PO001157,MAT008,SUP006,2022-06-18,150,53,0,0.0002,无,无,接收,Inspector-4
QC001158,PO001158,MAT013,SUP016,2022-07-04,140,57,0,0.0025,无,无,接收,Inspector-1
QC001159,PO001159,MAT014,SUP006,2022-06-18,70,70,0,0.0027,无,无,接收,Inspector-3
QC001160,PO001160,MAT019,SUP001,2022-07-05,196,66,0,0.0009,无,无,接收,Inspector-2
QC001161,PO001161,MAT025,SUP009,2022-07-09,20,20,0,0.003,无,无,接收,Inspector-3
QC001162,PO001162,MAT032,SUP002,2022-07-10,210,49,0,0.0011,无,无,接收,Inspector-5
QC001163,PO001163,MAT034,SUP014,2022-07-06,200,93,0,0.0005,无,无,接收,Inspector-1
QC001164,PO001164,MAT037,SUP006,2022-06-16,185,75,14,0.0762,清洁度不足,低,退回,Inspector-5
QC001165,PO001165,MAT039,SUP020,2022-07-11,100,100,0,0.0023,无,无,接收,Inspector-3
QC001166,PO001166,MAT001,SUP005,2022-06-28,100,100,0,0.0005,无,无,接收,Inspector-2
QC001167,PO001167,MAT015,SUP005,2022-06-22,120,95,0,0.003,无,无,接收,Inspector-1
QC001168,PO001168,MAT036,SUP006,2022-06-16,340,68,1,0.0037,轻微尺寸偏差,低,特殊批准使用,Inspector-3
QC001169,PO001169,MAT044,SUP007,2022-06-27,50,50,0,0.0005,无,无,接收,Inspector-2
QC001170,PO001170,MAT048,SUP009,2022-07-04,120,78,4,0.0396,包装破损,低,退回,Inspector-5
QC001171,PO001171,MAT004,SUP005,2022-06-27,100,100,0,0.0014,无,无,接收,Inspector-2
QC001172,PO001172,MAT016,SUP008,2022-07-02,140,70,0,0.0023,无,无,接收,Inspector-5
QC001173,PO001173,MAT018,SUP014,2022-07-02,80,80,0,0.0013,无,无,接收,Inspector-2
QC001174,PO001174,MAT027,SUP005,2022-06-29,180,39,0,0.001,无,无,接收,Inspector-1
QC001175,PO001175,MAT033,SUP013,2022-07-09,300,76,0,0.0025,无,无,接收,Inspector-1
QC001176,PO001176,MAT049,SUP001,2022-07-14,140,48,11,0.0809,杂质混入,低,供应商返工,Inspector-2
QC001177,PO001177,MAT050,SUP009,2022-07-16,87,87,2,0.0336,包装破损,低,折价接收,Inspector-2
QC001178,PO001178,MAT001,SUP005,2022-06-25,100,100,0,0.0015,无,无,接收,Inspector-2
QC001179,PO001179,MAT002,SUP006,2022-06-17,300,66,0,0.0015,无,无,接收,Inspector-2
QC001180,PO001180,MAT022,SUP008,2022-07-05,16,16,0,0.0028,无,无,接收,Inspector-2
QC001181,PO001181,MAT029,SUP007,2022-07-07,45,45,0,0.0032,无,无,接收,Inspector-3
QC001182,PO001182,MAT044,SUP001,2022-07-05,95,95,0,0.0036,无,无,接收,Inspector-4
QC001183,PO001183,MAT013,SUP016,2022-07-09,80,80,0,0.0022,无,无,接收,Inspector-1
QC001184,PO001184,MAT021,SUP005,2022-06-28,100,100,0,0.0027,无,无,接收,Inspector-5
QC001185,PO001185,MAT025,SUP001,2022-07-13,20,20,0,0.0047,无,无,接收,Inspector-4
QC001186,PO001186,MAT026,SUP016,2022-07-09,100,100,0,0.0009,无,无,接收,Inspector-3
QC001187,PO001187,MAT043,SUP005,2022-06-27,35,35,0,0.0017,无,无,接收,Inspector-5
QC001188,PO001188,MAT045,SUP005,2022-07-02,100,100,0,0.0022,无,无,接收,Inspector-3
QC001189,PO001189,MAT050,SUP009,2022-07-03,60,60,0,0.0021,无,无,接收,Inspector-4
QC001190,PO001190,MAT001,SUP005,2022-06-25,100,100,0,0.0047,无,无,接收,Inspector-3
QC001191,PO001191,MAT005,SUP005,2022-07-03,80,80,0,0.002,无,无,接收,Inspector-1
QC001192,PO001192,MAT011,SUP004,2022-06-24,430,67,1,0.0032,轻微外观瑕疵,低,特殊批准使用,Inspector-2
QC001193,PO001193,MAT019,SUP007,2022-06-29,250,75,1,0.0049,轻微外观瑕疵,低,特殊批准使用,Inspector-5
QC001194,PO001194,MAT027,SUP005,2022-07-02,350,30,0,0.0023,无,无,接收,Inspector-5
QC001195,PO001195,MAT046,SUP005,2022-07-01,250,46,1,0.0041,轻微外观瑕疵,低,特殊批准使用,Inspector-3
QC001196,PO001196,MAT047,SUP002,2022-07-07,50,50,0,0.0024,无,无,接收,Inspector-3
QC001197,PO001197,MAT017,SUP008,2022-07-08,80,80,0,0.0001,无,无,接收,Inspector-3
QC001198,PO001198,MAT018,SUP010,2022-06-24,80,80,0,0.0023,无,无,接收,Inspector-3
QC001199,PO001199,MAT022,SUP008,2022-07-07,56,56,0,0.001,无,无,接收,Inspector-3
QC001200,PO001200,MAT039,SUP020,2022-07-05,100,100,6,0.0651,清洁度不足,低,特殊批准使用,Inspector-4
QC001201,PO001201,MAT043,SUP005,2022-07-04,60,60,0,0.0032,无,无,接收,Inspector-2
QC001202,PO001202,MAT050,SUP009,2022-07-08,170,57,0,0.002,无,无,接收,Inspector-3
QC001203,PO001203,MAT001,SUP005,2022-07-02,100,100,0,0.0008,无,无,接收,Inspector-2
QC001204,PO001204,MAT008,SUP010,2022-06-27,100,100,0,0.0007,无,无,接收,Inspector-4
QC001205,PO001205,MAT010,SUP011,2022-06-30,140,39,0,0.0025,无,无,接收,Inspector-4
QC001206,PO001206,MAT038,SUP010,2022-06-27,200,59,0,0.0043,无,无,接收,Inspector-1
QC001207,PO001207,MAT044,SUP007,2022-07-14,50,50,0,0.0004,无,无,接收,Inspector-2
QC001208,PO001208,MAT047,SUP019,2022-06-28,100,100,0,0.0005,无,无,接收,Inspector-3
QC001209,PO001209,MAT003,SUP012,2022-07-06,90,90,0,0.0045,无,无,接收,Inspector-2
QC001210,PO001210,MAT005,SUP005,2022-07-05,80,80,0,0.0037,无,无,接收,Inspector-4
QC001211,PO001211,MAT015,SUP005,2022-07-04,220,35,0,0.0044,无,无,接收,Inspector-1
QC001212,PO001212,MAT023,SUP012,2022-06-30,140,80,1,0.0107,尺寸偏差,高,折价接收,Inspector-4
QC001213,PO001213,MAT024,SUP005,2022-07-06,200,34,0,0.0038,无,无,接收,Inspector-5
QC001214,PO001214,MAT032,SUP017,2022-07-09,85,85,8,0.0969,标签错误,低,特殊批准使用,Inspector-1
QC001215,PO001215,MAT034,SUP014,2022-07-15,200,64,0,0.0031,无,无,接收,Inspector-3
QC001216,PO001216,MAT046,SUP005,2022-07-03,260,91,0,0.0025,无,无,接收,Inspector-2
QC001217,PO001217,MAT001,SUP005,2022-07-06,200,62,0,0.0023,无,无,接收,Inspector-4
QC001218,PO001218,MAT014,SUP006,2022-06-26,40,40,0,0.0018,无,无,接收,Inspector-2
QC001219,PO001219,MAT021,SUP005,2022-07-01,300,61,0,0.0007,无,无,接收,Inspector-3
QC001220,PO001220,MAT022,SUP008,2022-07-16,45,45,2,0.0553,包装破损,中,折价接收,Inspector-1
QC001221,PO001221,MAT026,SUP006,2022-06-24,100,100,1,0.0117,材质问题,高,退回,Inspector-5
QC001222,PO001222,MAT028,SUP017,2022-07-10,100,100,5,0.0552,杂质混入,中,特殊批准使用,Inspector-2
QC001223,PO001223,MAT031,SUP001,2022-07-17,100,100,0,0.0014,无,无,接收,Inspector-3
QC001224,PO001224,MAT044,SUP001,2022-07-18,50,50,0,0.0034,无,无,接收,Inspector-4
QC001225,PO001225,MAT045,SUP005,2022-06-29,200,51,0,0.0035,无,无,接收,Inspector-3
QC001226,PO001226,MAT007,SUP003,2022-07-24,200,59,0,0.0044,无,无,接收,Inspector-5
QC001227,PO001227,MAT012,SUP004,2022-07-03,100,100,0,0.0001,无,无,接收,Inspector-1
QC001228,PO001228,MAT017,SUP015,2022-06-30,50,50,4,0.0985,功能缺陷,中,供应商返工,Inspector-4
QC001229,PO001229,MAT022,SUP008,2022-07-11,66,66,0,0.0008,无,无,接收,Inspector-3
QC001230,PO001230,MAT023,SUP012,2022-07-03,100,100,0,0.0006,无,无,接收,Inspector-4
QC001231,PO001231,MAT025,SUP009,2022-07-06,50,50,0,0.004,无,无,接收,Inspector-1
QC001232,PO001232,MAT032,SUP019,2022-07-02,190,95,0,0.005,无,无,接收,Inspector-1
QC001233,PO001233,MAT036,SUP006,2022-06-24,305,98,0,0.0012,无,无,接收,Inspector-2
QC001234,PO001234,MAT002,SUP006,2022-07-07,294,96,0,0.0009,无,无,接收,Inspector-1
QC001235,PO001235,MAT005,SUP005,2022-07-06,260,68,1,0.0041,轻微外观瑕疵,低,特殊批准使用,Inspector-2
QC001236,PO001236,MAT018,SUP014,2022-07-22,240,70,0,0.0001,无,无,接收,Inspector-3
QC001237,PO001237,MAT030,SUP006,2022-06-27,60,60,0,0.0008,无,无,接收,Inspector-1
QC001238,PO001238,MAT044,SUP001,2022-07-22,100,100,2,0.0257,清洁度不足,低,折价接收,Inspector-2
QC001239,PO001239,MAT001,SUP005,2022-07-08,100,100,0,0.0041,无,无,接收,Inspector-4
QC001240,PO001240,MAT008,SUP010,2022-06-30,100,100,0,0.0003,无,无,接收,Inspector-1
QC001241,PO001241,MAT009,SUP019,2022-07-10,100,100,0,0.0014,无,无,接收,Inspector-4
QC001242,PO001242,MAT015,SUP005,2022-07-09,160,80,0,0.0011,无,无,接收,Inspector-2
QC001243,PO001243,MAT022,SUP008,2022-07-15,31,31,0,0.004,无,无,接收,Inspector-1
QC001244,PO001244,MAT026,SUP016,2022-07-19,100,100,0,0.0001,无,无,接收,Inspector-1
QC001245,PO001245,MAT011,SUP004,2022-07-02,110,47,9,0.0906,清洁度不足,低,退回,Inspector-2
QC001246,PO001246,MAT013,SUP016,2022-07-17,120,94,0,0.0027,无,无,接收,Inspector-1
QC001247,PO001247,MAT022,SUP008,2022-07-13,56,56,0,0.0042,无,无,接收,Inspector-1
QC001248,PO001248,MAT034,SUP014,2022-07-18,100,100,0,0.0013,无,无,接收,Inspector-5
QC001249,PO001249,MAT038,SUP014,2022-07-22,250,80,0,0.0003,无,无,接收,Inspector-5
QC001250,PO001250,MAT042,SUP007,2022-07-17,100,100,0,0.0014,无,无,接收,Inspector-4
QC001251,PO001251,MAT043,SUP005,2022-07-05,150,40,0,0.003,无,无,接收,Inspector-5
QC001252,PO001252,MAT045,SUP005,2022-07-05,100,100,0,0.001,无,无,接收,Inspector-2
QC001253,PO001253,MAT046,SUP005,2022-07-04,320,75,0,0.0029,无,无,接收,Inspector-5
QC001254,PO001254,MAT048,SUP007,2022-07-14,480,85,0,0.0017,无,无,接收,Inspector-2
QC001255,PO001255,MAT001,SUP005,2022-07-08,100,100,0,0.003,无,无,接收,Inspector-1
QC001256,PO001256,MAT019,SUP007,2022-07-13,250,59,1,0.004,轻微尺寸偏差,低,特殊批准使用,Inspector-1
QC001257,PO001257,MAT023,SUP012,2022-07-11,180,51,0,0.0004,无,无,接收,Inspector-1
QC001258,PO001258,MAT039,SUP020,2022-07-13,96,96,0,0.0047,无,无,接收,Inspector-5
QC001259,PO001259,MAT046,SUP005,2022-07-10,640,100,0,0.0007,无,无,接收,Inspector-5
QC001260,PO001260,MAT007,SUP003,2022-07-18,200,46,0,0.0004,无,无,接收,Inspector-4
QC001261,PO001261,MAT013,SUP020,2022-07-24,80,80,4,0.0614,杂质混入,中,供应商返工,Inspector-4
QC001262,PO001262,MAT025,SUP001,2022-07-27,50,50,0,0.0028,无,无,接收,Inspector-1
QC001263,PO001263,MAT029,SUP007,2022-07-10,45,45,0,0.0034,无,无,接收,Inspector-1
QC001264,PO001264,MAT044,SUP001,2022-07-30,100,100,6,0.0652,外观不符,低,退回,Inspector-1
QC001265,PO001265,MAT047,SUP015,2022-07-07,50,50,0,0.0045,无,无,接收,Inspector-1
QC001266,PO001266,MAT050,SUP009,2022-07-24,80,80,1,0.0246,标签错误,低,特殊批准使用,Inspector-1
QC001267,PO001267,MAT001,SUP005,2022-07-09,100,100,0,0.0038,无,无,接收,Inspector-2
QC001268,PO001268,MAT008,SUP014,2022-07-28,200,53,0,0.0008,无,无,接收,Inspector-2
QC001269,PO001269,MAT015,SUP005,2022-07-09,120,88,0,0.0035,无,无,接收,Inspector-1
QC001270,PO001270,MAT020,SUP011,2022-07-14,46,46,0,0.0035,无,无,接收,Inspector-5
QC001271,PO001271,MAT027,SUP005,2022-07-08,170,60,0,0.0007,无,无,接收,Inspector-2
QC001272,PO001272,MAT034,SUP014,2022-07-27,100,100,0,0.0041,无,无,接收,Inspector-3
QC001273,PO001273,MAT045,SUP005,2022-07-11,200,48,0,0.0011,无,无,接收,Inspector-2
QC001274,PO001274,MAT014,SUP006,2022-07-02,57,57,0,0.0029,无,无,接收,Inspector-4
QC001275,PO001275,MAT017,SUP015,2022-07-02,117,65,0,0.0019,无,无,接收,Inspector-2
QC001276,PO001276,MAT022,SUP008,2022-07-25,43,43,0,0.0024,无,无,接收,Inspector-3
QC001277,PO001277,MAT046,SUP005,2022-07-10,170,67,0,0.0022,无,无,接收,Inspector-4
QC001278,PO001278,MAT047,SUP015,2022-07-02,50,50,0,0.0031,无,无,接收,Inspector-3
QC001279,PO001279,MAT050,SUP009,2022-07-11,260,66,6,0.0238,功能缺陷,高,特殊批准使用,Inspector-2
QC001280,PO001280,MAT001,SUP005,2022-07-17,100,100,0,0.0017,无,无,接收,Inspector-5
QC001281,PO001281,MAT003,SUP018,2022-07-10,80,80,0,0.0023,无,无,接收,Inspector-1
QC001282,PO001282,MAT006,SUP016,2022-07-21,310,36,0,0.0026,无,无,接收,Inspector-3
QC001283,PO001283,MAT013,SUP016,2022-07-24,360,85,0,0.0021,无,无,接收,Inspector-3
QC001284,PO001284,MAT019,SUP007,2022-07-18,141,60,0,0.0016,无,无,接收,Inspector-4
QC001285,PO001285,MAT033,SUP013,2022-07-20,282,37,0,0.0024,无,无,接收,Inspector-5
QC001286,PO001286,MAT040,SUP002,2022-07-23,200,81,0,0.0015,无,无,接收,Inspector-1
QC001287,PO001287,MAT045,SUP005,2022-07-07,100,100,0,0.0035,无,无,接收,Inspector-4
QC001288,PO001288,MAT049,SUP001,2022-07-26,90,90,4,0.0531,标签错误,中,特殊批准使用,Inspector-1
QC001289,PO001289,MAT002,SUP010,2022-07-08,300,83,0,0.0004,无,无,接收,Inspector-2
QC001290,PO001290,MAT015,SUP005,2022-07-15,100,100,0,0.0011,无,无,接收,Inspector-3
QC001291,PO001291,MAT036,SUP006,2022-07-05,105,50,0,0.0022,无,无,接收,Inspector-2
QC001292,PO001292,MAT044,SUP001,2022-07-20,50,50,3,0.0646,包装破损,中,供应商返工,Inspector-3
QC001293,PO001293,MAT001,SUP005,2022-07-17,100,100,0,0.0039,无,无,接收,Inspector-5
QC001294,PO001294,MAT005,SUP005,2022-07-19,100,100,0,0.0008,无,无,接收,Inspector-1
QC001295,PO001295,MAT014,SUP010,2022-07-09,70,70,0,0.004,无,无,接收,Inspector-5
QC001296,PO001296,MAT019,SUP001,2022-07-30,250,55,3,0.0157,功能缺陷,低,特殊批准使用,Inspector-1
QC001297,PO001297,MAT039,SUP016,2022-07-23,100,100,0,0.0029,无,无,接收,Inspector-3
QC001298,PO001298,MAT003,SUP012,2022-07-19,30,30,0,0.0015,无,无,接收,Inspector-1
QC001299,PO001299,MAT011,SUP011,2022-07-18,140,90,0,0.0005,无,无,接收,Inspector-3
QC001300,PO001300,MAT013,SUP020,2022-07-18,60,60,0,0.0011,无,无,接收,Inspector-2
QC001301,PO001301,MAT014,SUP006,2022-07-08,40,40,0,0.0044,无,无,接收,Inspector-5
QC001302,PO001302,MAT015,SUP005,2022-07-12,140,76,0,0.0014,无,无,接收,Inspector-2
QC001303,PO001303,MAT044,SUP007,2022-07-22,93,93,0,0.0018,无,无,接收,Inspector-4
